,Prev_Team,Prev_Season,Prev_Round,Prev_Opposition,Prev_Margin,Prev_Venue,Prev_Score,Prev_Disposals,Prev_Kicks,Prev_Marks,Prev_Handballs,Prev_Goals,Prev_Hitouts,Prev_Tackles,Prev_Rebound50s,Prev_Inside50s,Prev_Clearances,Prev_Clangers,Prev_ContendedPossessions,Prev_UncontendedPossessions,Prev_ContestedMarks,Prev_MarksInside50,Prev_GoalAssists,Prev_OnePercenters,Prev_cusum_margin,Prev_cusum_Score,Prev_WinLoss,Curr_Round,Curr_Opposition,Curr_Venue,Curr_WinLoss
1,Adelaide,2012,1,Gold Coast,69,Carrara,137,18.45454545,11.45454545,4.954545455,7,0.863636364,1.909090909,3.318181818,1.272727273,3.318181818,1.772727273,2.136363636,6.909090909,11.31818182,0.454545455,0.727272727,0.681818182,1.909090909,69,137,W,2,Western Bulldogs,Football Park,W
2,Adelaide,2012,2,Western Bulldogs,18,Football Park,82,16.36363636,9.772727273,4.636363636,6.590909091,0.5,1.863636364,2.409090909,1.545454545,2.227272727,1.5,1.727272727,6.409090909,9.863636364,0.727272727,0.590909091,0.272727273,2.454545455,87,219,W,3,Hawthorn,M.C.G.,L
3,Adelaide,2012,3,Hawthorn,-56,M.C.G.,84,13.81818182,7.727272727,2.363636364,6.090909091,0.545454545,1.545454545,2.318181818,1.045454545,2.227272727,1.727272727,2,6.772727273,7.090909091,0.5,0.454545455,0.409090909,1.363636364,31,303,L,4,Greater Western Sydney,Football Park,W
4,Adelaide,2012,4,Greater Western Sydney,46,Football Park,96,16.81818182,10.22727273,1.863636364,6.590909091,0.590909091,2.136363636,3.454545455,1.090909091,2.545454545,2.363636364,2.818181818,8.727272727,7.272727273,0.136363636,0.363636364,0.454545455,2.636363636,77,399,W,5,Port Adelaide,Football Park,W
5,Adelaide,2012,5,Port Adelaide,19,Football Park,110,16.31818182,10.04545455,4.318181818,6.272727273,0.727272727,2.045454545,2.954545455,1.454545455,2.772727273,1.681818182,2.227272727,6.272727273,9.863636364,0.545454545,0.545454545,0.409090909,1.090909091,96,509,W,6,Sydney,S.C.G.,W
6,Adelaide,2012,6,Sydney,5,S.C.G.,99,16.45454545,9.909090909,3.545454545,6.545454545,0.681818182,3.181818182,2.863636364,2.181818182,2.045454545,1.954545455,2.090909091,7.454545455,8.363636364,0.545454545,0.409090909,0.545454545,2.545454545,101,608,W,7,Geelong,Football Park,W
7,Adelaide,2012,7,Geelong,50,Football Park,122,16.59090909,10.18181818,4.227272727,6.409090909,0.863636364,2.181818182,2.954545455,1.772727273,2.136363636,1.954545455,1.454545455,6.727272727,9.636363636,0.772727273,0.636363636,0.590909091,1.454545455,151,730,W,8,Carlton,Docklands,W
8,Adelaide,2012,8,Carlton,69,Docklands,124,15.68181818,10.45454545,5,5.227272727,0.863636364,2.454545455,3.045454545,1.409090909,2.272727273,2.181818182,1.090909091,6.863636364,9.136363636,0.636363636,0.590909091,0.636363636,2.409090909,220,854,W,9,Collingwood,Football Park,L
9,Adelaide,2012,9,Collingwood,-26,Football Park,49,14.72727273,9.318181818,3.136363636,5.409090909,0.272727273,2.090909091,3.5,1.545454545,2.227272727,1.681818182,1.409090909,7.272727273,7.090909091,0.681818182,0.272727273,0.227272727,2.272727273,194,903,L,10,Fremantle,Subiaco,W
10,Adelaide,2012,10,Fremantle,29,Subiaco,111,15.95454545,9.772727273,3.863636364,6.181818182,0.772727273,1.545454545,2.636363636,1.318181818,2.181818182,2.363636364,1.863636364,7.045454545,9.136363636,0.5,0.545454545,0.636363636,2.590909091,223,1014,W,12,St Kilda,Football Park,W
11,Adelaide,2012,12,St Kilda,4,Football Park,115,16.95454545,10.18181818,3.954545455,6.772727273,0.772727273,2.863636364,2.681818182,1.590909091,2.545454545,1.636363636,2.090909091,7.545454545,9.409090909,0.590909091,0.681818182,0.545454545,1.772727273,227,1129,W,13,North Melbourne,Docklands,L
12,Adelaide,2012,13,North Melbourne,-32,Docklands,89,13,8.727272727,4.363636364,4.272727273,0.590909091,1.636363636,1.909090909,1.636363636,1.954545455,1.409090909,1.772727273,5.227272727,7.772727273,0.5,0.636363636,0.409090909,2.5,195,1218,L,14,Richmond,Football Park,W
13,Adelaide,2012,14,Richmond,19,Football Park,106,15.09090909,8.954545455,3.5,6.136363636,0.772727273,1.954545455,2.636363636,1.772727273,2.136363636,1.909090909,2.545454545,6.818181818,8.272727273,0.818181818,0.590909091,0.363636364,2.227272727,214,1324,W,15,Port Adelaide,Football Park,W
14,Adelaide,2012,15,Port Adelaide,58,Football Park,116,16.45454545,11.09090909,4.772727273,5.363636364,0.772727273,2.909090909,2.727272727,1.136363636,2.681818182,2.181818182,1.636363636,6.636363636,10.09090909,0.636363636,0.909090909,0.636363636,2.727272727,272,1440,W,16,Greater Western Sydney,Sydney Showground,W
15,Adelaide,2012,16,Greater Western Sydney,119,Sydney Showground,178,17.18181818,10.77272727,5.590909091,6.409090909,1.227272727,1.363636364,1.818181818,1.454545455,3.090909091,1.863636364,2.409090909,6.590909091,10.31818182,0.818181818,1.272727273,1.045454545,1.681818182,391,1618,W,17,West Coast,Football Park,W
16,Adelaide,2012,17,West Coast,49,Football Park,124,17.59090909,10.68181818,4.454545455,6.909090909,0.863636364,1.090909091,2.363636364,1.363636364,2.454545455,1.772727273,2,6.954545455,10.77272727,0.318181818,0.681818182,0.590909091,1.681818182,440,1742,W,18,Geelong,Kardinia Park,L
17,Adelaide,2012,18,Geelong,-27,Kardinia Park,75,16.04545455,8.727272727,2.318181818,7.318181818,0.5,1.772727273,2.772727273,1.909090909,1.954545455,2.545454545,2.454545455,7.636363636,8.227272727,0.363636364,0.409090909,0.409090909,2.590909091,413,1817,L,19,Essendon,Football Park,W
18,Adelaide,2012,19,Essendon,4,Football Park,104,14.36363636,10.04545455,4.545454545,4.318181818,0.727272727,2.045454545,3.045454545,2,2.318181818,1.818181818,2.090909091,6.636363636,7.5,0.727272727,0.545454545,0.409090909,2.727272727,417,1921,W,20,Fremantle,Football Park,W
19,Adelaide,2012,20,Fremantle,28,Football Park,119,15.09090909,9.5,4.136363636,5.590909091,0.772727273,1.909090909,2.545454545,1.363636364,2.227272727,1.954545455,1.5,6.590909091,8.772727273,0.727272727,0.818181818,0.5,2.272727273,445,2040,W,21,Brisbane Lions,Gabba,L
20,Adelaide,2012,21,Brisbane Lions,-10,Gabba,85,14.95454545,9.863636364,4.636363636,5.090909091,0.545454545,2.181818182,2.318181818,1.772727273,2.636363636,1.545454545,2.045454545,5.863636364,8.863636364,0.409090909,0.5,0.318181818,1.954545455,435,2125,L,22,Melbourne,M.C.G.,W
21,Adelaide,2012,22,Melbourne,69,M.C.G.,150,14.81818182,9.909090909,4.318181818,4.909090909,1,1.909090909,2.5,1.545454545,2.318181818,1.909090909,1.909090909,6.681818182,7.909090909,0.818181818,0.681818182,0.590909091,2.227272727,504,2275,W,23,Fremantle,Football Park,W
22,Adelaide,2012,23,Fremantle,10,Football Park,81,16.27272727,10.09090909,5.090909091,6.181818182,0.545454545,1.227272727,2.954545455,1.454545455,2,1.318181818,2.272727273,5.681818182,10.40909091,0.409090909,0.590909091,0.318181818,2.636363636,514,2356,W,23,Gold Coast,Football Park,W
23,Adelaide,2012,23,Gold Coast,91,Football Park,153,17.68181818,10.54545455,5,7.136363636,1,2,2.5,1.272727273,2.590909091,1.681818182,1.636363636,7.090909091,10.63636364,0.636363636,0.954545455,0.636363636,1.818181818,605,2509,W,23,Sydney,Football Park,L
24,Adelaide,2012,23,Sydney,-29,Football Park,42,15.18181818,9.136363636,3.590909091,6.045454545,0.227272727,1.909090909,2.272727273,1.181818182,2.681818182,1.5,2.272727273,6.636363636,8.409090909,0.5,0.272727273,0.090909091,2.5,576,2551,L,24,Hawthorn,M.C.G.,L
25,Adelaide,2012,24,Hawthorn,-5,M.C.G.,92,16.5,9.681818182,5.227272727,6.818181818,0.636363636,2.045454545,1.772727273,2.136363636,1.727272727,1.5,2.363636364,5.727272727,10.95454545,0.681818182,0.545454545,0.545454545,2.136363636,571,2643,L,1,Essendon,Football Park,L
26,Adelaide,2013,1,Essendon,-35,Football Park,82,14.09090909,8.5,2.863636364,5.590909091,0.5,2,2.136363636,2,2.181818182,1.5,2.181818182,7.045454545,6.590909091,0.681818182,0.363636364,0.318181818,2.045454545,-35,82,L,2,Brisbane Lions,Gabba,W
27,Adelaide,2013,2,Brisbane Lions,19,Gabba,96,15.04545455,9.818181818,4.409090909,5.227272727,0.636363636,1.318181818,2.681818182,1.909090909,2.772727273,2.045454545,2.5,6.727272727,8.227272727,0.590909091,0.590909091,0.318181818,2.227272727,-16,178,W,3,Port Adelaide,Football Park,L
28,Adelaide,2013,3,Port Adelaide,-9,Football Park,109,15.04545455,9.272727273,3.409090909,5.772727273,0.727272727,1.772727273,2.681818182,1.727272727,2.272727273,1.863636364,2.136363636,6.590909091,7.818181818,0.545454545,0.363636364,0.5,1.636363636,-25,287,L,4,Western Bulldogs,Football Park,W
29,Adelaide,2013,4,Western Bulldogs,52,Football Park,80,17.40909091,10.22727273,3.136363636,7.181818182,0.545454545,2.272727273,4.5,1.636363636,2.363636364,2.090909091,2.045454545,8.318181818,8.409090909,0.545454545,0.363636364,0.363636364,1.909090909,27,367,W,5,Carlton,M.C.G.,L
30,Adelaide,2013,5,Carlton,-32,M.C.G.,83,14.72727273,9.227272727,4.5,5.5,0.545454545,1.636363636,2.636363636,2.090909091,2.318181818,1.181818182,2.045454545,5.454545455,9.136363636,0.409090909,0.590909091,0.454545455,2.363636364,-5,450,L,6,Hawthorn,Football Park,L
31,Adelaide,2013,6,Hawthorn,-11,Football Park,78,15.90909091,9.727272727,5.181818182,6.181818182,0.5,1.590909091,2.454545455,1.590909091,2.272727273,1.363636364,2.363636364,5.818181818,10,0.636363636,0.545454545,0.227272727,1.863636364,-16,528,L,7,Greater Western Sydney,Sydney Showground,W
32,Adelaide,2013,7,Greater Western Sydney,135,Sydney Showground,187,19.77272727,11.54545455,6.727272727,8.227272727,1.318181818,1.181818182,1.681818182,1.545454545,3.045454545,1.727272727,1.181818182,6,13.77272727,0.863636364,1.454545455,0.909090909,1.909090909,119,715,W,8,St Kilda,Football Park,W
33,Adelaide,2013,8,St Kilda,40,Football Park,87,17.13636364,11.18181818,6.681818182,5.954545455,0.545454545,1.590909091,2.136363636,1.363636364,2.227272727,1.227272727,1.454545455,5.136363636,11.95454545,0.636363636,0.772727273,0.5,1.590909091,159,802,W,9,North Melbourne,Docklands,W
34,Adelaide,2013,9,North Melbourne,1,Docklands,125,15.95454545,9.227272727,3.818181818,6.727272727,0.818181818,1.136363636,2.045454545,1.318181818,2.409090909,1.318181818,1.954545455,6.227272727,9.590909091,0.318181818,0.636363636,0.590909091,1.727272727,160,927,W,10,Fremantle,Football Park,L
35,Adelaide,2013,10,Fremantle,-7,Football Park,59,16.13636364,10.18181818,2.727272727,5.954545455,0.363636364,2.772727273,3.545454545,1.409090909,2.363636364,2.045454545,2.272727273,8.227272727,7.363636364,0.227272727,0.363636364,0.181818182,2.181818182,153,986,L,11,Sydney,Football Park,L
36,Adelaide,2013,11,Sydney,-77,Football Park,50,18.63636364,9.318181818,3.5,9.318181818,0.272727273,1.5,3.363636364,1.772727273,1.954545455,1.454545455,1.818181818,7.318181818,11.36363636,0.181818182,0.363636364,0.181818182,2.090909091,76,1036,L,12,Richmond,M.C.G.,L
37,Adelaide,2013,12,Richmond,-38,M.C.G.,72,16,9.454545455,3.727272727,6.545454545,0.454545455,2.5,2.681818182,1.818181818,2.363636364,2,2.727272727,6.545454545,9.681818182,0.181818182,0.136363636,0.318181818,2.454545455,38,1108,L,14,Gold Coast,Carrara,W
38,Adelaide,2013,14,Gold Coast,28,Carrara,111,18.54545455,11.09090909,5.727272727,7.454545455,0.727272727,2,2.045454545,1.863636364,2.590909091,1.545454545,1.681818182,6.409090909,11.95454545,0.727272727,0.636363636,0.590909091,2.181818182,66,1219,W,15,West Coast,Football Park,L
39,Adelaide,2013,15,West Coast,-6,Football Park,69,15.90909091,9.909090909,4,6,0.409090909,1.681818182,2.318181818,1.5,2.454545455,1.818181818,1.727272727,7.227272727,8.681818182,0.454545455,0.409090909,0.272727273,2.227272727,60,1288,L,16,Collingwood,M.C.G.,L
40,Adelaide,2013,16,Collingwood,-27,M.C.G.,84,16.27272727,10.18181818,5.272727273,6.090909091,0.545454545,1.136363636,2.545454545,1.772727273,2.181818182,1.181818182,1.727272727,6,10.36363636,0.636363636,0.5,0.227272727,1.954545455,33,1372,L,17,Geelong,Football Park,W
41,Adelaide,2013,17,Geelong,2,Football Park,94,18.90909091,10.59090909,4.090909091,8.318181818,0.636363636,1.363636364,3.181818182,1.5,2.727272727,1.727272727,2.136363636,7.136363636,11.59090909,0.363636364,0.5,0.272727273,1.863636364,35,1466,W,18,Fremantle,Subiaco,L
42,Adelaide,2013,18,Fremantle,-22,Subiaco,53,18.27272727,9.545454545,4.772727273,8.727272727,0.318181818,1.136363636,2.863636364,0.772727273,2.045454545,1.5,2,6.181818182,12,0.5,0.318181818,0.181818182,1.590909091,13,1519,L,19,Port Adelaide,Football Park,L
43,Adelaide,2013,19,Port Adelaide,-4,Football Park,103,16.09090909,10,4.090909091,6.090909091,0.681818182,2.363636364,2.909090909,1.454545455,2.272727273,1.909090909,1.863636364,6.909090909,9.045454545,0.227272727,0.5,0.545454545,1.636363636,9,1622,L,20,North Melbourne,Football Park,W
44,Adelaide,2013,20,North Melbourne,9,Football Park,79,16.68181818,9.636363636,4.5,7.045454545,0.5,2.090909091,2.681818182,1.409090909,2.590909091,1.409090909,1.954545455,6.318181818,10.27272727,0.409090909,0.318181818,0.318181818,2.045454545,18,1701,W,21,Western Bulldogs,Docklands,L
45,Adelaide,2013,21,Western Bulldogs,-17,Docklands,114,14.63636364,8.454545455,3.136363636,6.181818182,0.772727273,1.5,2.318181818,1.045454545,2.409090909,2.045454545,2.045454545,6.363636364,8.272727273,0.409090909,0.409090909,0.545454545,1.409090909,1,1815,L,22,Melbourne,Football Park,W
46,Adelaide,2013,22,Melbourne,68,Football Park,120,18.36363636,9.909090909,4.727272727,8.454545455,0.818181818,2.681818182,2.909090909,1.090909091,2.454545455,1.954545455,1.681818182,6.227272727,12.5,0.5,0.545454545,0.454545455,1.636363636,69,1935,W,23,West Coast,Subiaco,W
47,Adelaide,2013,23,West Coast,86,Subiaco,129,18.27272727,10.27272727,3.772727273,8,0.863636364,1.590909091,2.136363636,1.181818182,2.909090909,1.954545455,2.045454545,6.545454545,11,0.545454545,0.5,0.5,1.363636364,155,2064,W,1,Geelong,Kardinia Park,L
48,Adelaide,2014,1,Geelong,-38,Kardinia Park,81,16.81818182,8.090909091,3.181818182,8.727272727,0.545454545,1.409090909,2.727272727,1.909090909,2.136363636,1.545454545,2.318181818,6.045454545,10.31818182,0.363636364,0.454545455,0.363636364,2.272727273,-38,81,L,2,Port Adelaide,Adelaide Oval,L
49,Adelaide,2014,2,Port Adelaide,-54,Adelaide Oval,73,16.45454545,9.409090909,4.272727273,7.045454545,0.5,1.727272727,3.045454545,1.363636364,2.545454545,1.590909091,2.045454545,5.818181818,10.27272727,0.318181818,0.5,0.363636364,2.272727273,-92,154,L,3,Sydney,Adelaide Oval,L
50,Adelaide,2014,3,Sydney,-63,Adelaide Oval,71,17,9.636363636,4.363636364,7.363636364,0.409090909,1.863636364,2.772727273,1.045454545,2.409090909,1.909090909,1.636363636,6.136363636,10.90909091,0.545454545,0.454545455,0.136363636,2.272727273,-155,225,L,4,St Kilda,Docklands,W
51,Adelaide,2014,4,St Kilda,86,Docklands,136,19.13636364,11,5.772727273,8.136363636,0.909090909,1.954545455,3.045454545,1.818181818,2.409090909,1.681818182,1.545454545,5.727272727,13.18181818,0.545454545,0.772727273,0.818181818,1.727272727,-69,361,W,5,Greater Western Sydney,Adelaide Oval,W
52,Adelaide,2014,5,Greater Western Sydney,65,Adelaide Oval,137,19.5,11.09090909,6.090909091,8.409090909,0.954545455,1.227272727,1.863636364,1.636363636,2.454545455,1.818181818,1.090909091,5.863636364,13.31818182,0.590909091,0.681818182,0.590909091,1.909090909,-4,498,W,6,Western Bulldogs,Docklands,W
53,Adelaide,2014,6,Western Bulldogs,9,Docklands,92,15.86363636,8.818181818,3.863636364,7.045454545,0.590909091,1.227272727,3.136363636,1.409090909,2.227272727,1.454545455,1.909090909,6.409090909,9.363636364,0.727272727,0.5,0.5,2.272727273,5,590,W,7,Melbourne,Adelaide Oval,L
54,Adelaide,2014,7,Melbourne,-3,Adelaide Oval,67,15.45454545,8.909090909,3.318181818,6.545454545,0.409090909,2.045454545,3.272727273,1.227272727,2.909090909,1.681818182,2.136363636,6.681818182,8.681818182,0.545454545,0.181818182,0.181818182,2.909090909,2,657,L,9,Collingwood,Adelaide Oval,W
55,Adelaide,2014,9,Collingwood,21,Adelaide Oval,76,17.68181818,10.5,4.181818182,7.181818182,0.454545455,1.727272727,4.227272727,1.772727273,2.727272727,2.272727273,1.545454545,6.5,10.72727273,0.454545455,0.409090909,0.318181818,2.454545455,23,733,W,10,Carlton,M.C.G.,L
56,Adelaide,2014,10,Carlton,-5,M.C.G.,76,16.72727273,8.863636364,3.318181818,7.863636364,0.454545455,1.863636364,2.681818182,1.5,2.454545455,1.681818182,2.045454545,6.409090909,10.5,0.272727273,0.409090909,0.136363636,2.318181818,18,809,L,11,Gold Coast,Adelaide Oval,W
57,Adelaide,2014,11,Gold Coast,32,Adelaide Oval,109,16.95454545,10.68181818,3.727272727,6.272727273,0.727272727,1.863636364,2.954545455,2.181818182,2.590909091,2.090909091,1.818181818,7.863636364,9.090909091,0.590909091,0.5,0.590909091,2.818181818,50,918,W,12,Fremantle,Subiaco,L
58,Adelaide,2014,12,Fremantle,-40,Subiaco,50,13.5,7.227272727,2.818181818,6.272727273,0.318181818,0.909090909,2.409090909,1.272727273,2.318181818,1.318181818,2.136363636,5.772727273,7.409090909,0.454545455,0.227272727,0.181818182,2.227272727,10,968,L,13,North Melbourne,Adelaide Oval,W
59,Adelaide,2014,13,North Melbourne,36,Adelaide Oval,109,16.5,9.863636364,4.590909091,6.636363636,0.727272727,1.636363636,2.272727273,1.636363636,2.681818182,1.727272727,2.363636364,6.590909091,9.454545455,0.909090909,0.409090909,0.5,2.272727273,46,1077,W,14,Essendon,Docklands,L
60,Adelaide,2014,14,Essendon,-9,Docklands,92,17.13636364,9.545454545,4.272727273,7.590909091,0.636363636,1.863636364,2.454545455,1.863636364,2.318181818,1.772727273,1.727272727,6.681818182,10.31818182,0.454545455,0.772727273,0.409090909,1.954545455,37,1169,L,15,Port Adelaide,Adelaide Oval,W
61,Adelaide,2014,15,Port Adelaide,23,Adelaide Oval,99,16.59090909,10,3.090909091,6.590909091,0.636363636,1.954545455,3,1.727272727,2.681818182,2,2,7.409090909,9.136363636,0.363636364,0.272727273,0.454545455,2.318181818,60,1268,W,16,Greater Western Sydney,Sydney Showground,W
62,Adelaide,2014,16,Greater Western Sydney,68,Sydney Showground,140,17.45454545,9.636363636,4.727272727,7.818181818,0.909090909,1.545454545,2.136363636,1.272727273,3,1.454545455,2.272727273,6.363636364,11.27272727,0.545454545,0.727272727,0.545454545,2.136363636,128,1408,W,17,Hawthorn,Adelaide Oval,L
63,Adelaide,2014,17,Hawthorn,-12,Adelaide Oval,92,18.68181818,8.636363636,2.636363636,10.04545455,0.636363636,2.272727273,3.272727273,1.818181818,2.363636364,1.863636364,2,7.909090909,10.72727273,0.681818182,0.454545455,0.454545455,2.227272727,116,1500,L,18,Collingwood,M.C.G.,W
64,Adelaide,2014,18,Collingwood,16,M.C.G.,98,16,8.636363636,3.272727273,7.363636364,0.636363636,2.272727273,2.590909091,1.454545455,2.136363636,1.590909091,2,6.409090909,9.5,0.454545455,0.545454545,0.5,2.090909091,132,1598,W,19,West Coast,Adelaide Oval,L
65,Adelaide,2014,19,West Coast,-31,Adelaide Oval,105,17,8.5,2.909090909,8.5,0.727272727,2.045454545,3.045454545,1.409090909,2.409090909,1.863636364,2,6.954545455,9.909090909,0.363636364,0.409090909,0.409090909,2.227272727,101,1703,L,20,Brisbane Lions,Gabba,W
66,Adelaide,2014,20,Brisbane Lions,105,Gabba,168,17.18181818,10.40909091,4.454545455,6.772727273,1.136363636,2.227272727,2.772727273,1.818181818,2.863636364,2.136363636,1.636363636,6.954545455,10.5,0.5,0.818181818,0.681818182,2.545454545,206,1871,W,21,Richmond,Adelaide Oval,L
67,Adelaide,2014,21,Richmond,-10,Adelaide Oval,69,13.72727273,9.090909091,1.863636364,4.636363636,0.409090909,2.409090909,3.727272727,1.863636364,2.318181818,2.227272727,2.545454545,7.909090909,5.545454545,0.227272727,0.181818182,0.272727273,2.909090909,196,1940,L,22,North Melbourne,Bellerive Oval,L
68,Adelaide,2014,22,North Melbourne,-7,Bellerive Oval,94,13.59090909,8.454545455,3.5,5.136363636,0.590909091,1.954545455,2.863636364,1.545454545,2.590909091,1.727272727,1.636363636,6.181818182,7,0.954545455,0.590909091,0.454545455,2.636363636,189,2034,L,23,St Kilda,Adelaide Oval,W
69,Adelaide,2014,23,St Kilda,79,Adelaide Oval,141,17.86363636,10.36363636,4.863636364,7.5,1,2.272727273,1.818181818,1.727272727,2.545454545,1.772727273,1.772727273,6.363636364,11.22727273,0.363636364,0.727272727,0.636363636,1.636363636,268,2175,W,1,North Melbourne,Adelaide Oval,W
70,Adelaide,2015,1,North Melbourne,77,Adelaide Oval,140,16.63636364,10.95454545,5.181818182,5.681818182,0.954545455,1.454545455,2.590909091,1.590909091,2.863636364,1.818181818,2.272727273,6.454545455,10.18181818,0.590909091,1,0.727272727,1.954545455,77,140,W,2,Collingwood,Docklands,W
71,Adelaide,2015,2,Collingwood,27,Docklands,90,19.36363636,11.72727273,5.727272727,7.636363636,0.545454545,1.727272727,3.090909091,1.454545455,2.636363636,2.045454545,2.045454545,6.681818182,12.36363636,0.318181818,0.772727273,0.5,1.863636364,104,230,W,3,Melbourne,Adelaide Oval,W
72,Adelaide,2015,3,Melbourne,25,Adelaide Oval,80,14.77272727,9.454545455,2.681818182,5.318181818,0.545454545,3,4.909090909,1.272727273,2.454545455,2.454545455,2.181818182,7.045454545,7.181818182,0.363636364,0.227272727,0.363636364,2.454545455,129,310,W,4,Western Bulldogs,Docklands,L
73,Adelaide,2015,4,Western Bulldogs,-57,Docklands,68,16.59090909,10.09090909,4.681818182,6.5,0.454545455,2.181818182,2.363636364,1.954545455,2.318181818,1.954545455,2.272727273,6.454545455,9.590909091,0.5,0.454545455,0.227272727,2.181818182,72,378,L,5,Port Adelaide,Adelaide Oval,L
74,Adelaide,2015,5,Port Adelaide,-24,Adelaide Oval,91,15.54545455,9.090909091,3,6.454545455,0.590909091,1.772727273,3.181818182,1.090909091,3.227272727,2.136363636,2.318181818,6.363636364,9.409090909,0.090909091,0.454545455,0.409090909,1.681818182,48,469,L,6,Gold Coast,Carrara,W
75,Adelaide,2015,6,Gold Coast,41,Carrara,119,17.36363636,11.18181818,6.636363636,6.181818182,0.818181818,1.363636364,2.818181818,1.090909091,2.727272727,1.363636364,2.181818182,5.590909091,11.86363636,0.681818182,0.954545455,0.681818182,1.818181818,89,588,W,7,St Kilda,Adelaide Oval,W
76,Adelaide,2015,7,St Kilda,46,Adelaide Oval,119,19,10.22727273,4.909090909,8.772727273,0.818181818,2.090909091,2.772727273,1.863636364,2.363636364,1.909090909,2.681818182,6.590909091,12.36363636,0.454545455,0.636363636,0.5,1.227272727,135,707,W,8,Greater Western Sydney,Sydney Showground,L
77,Adelaide,2015,8,Greater Western Sydney,-24,Sydney Showground,84,15.31818182,8.363636364,3.727272727,6.954545455,0.545454545,1.409090909,1.863636364,1.454545455,1.863636364,1.863636364,1.818181818,5.727272727,9.454545455,0.5,0.5,0.409090909,1.045454545,111,791,L,9,Fremantle,Adelaide Oval,L
78,Adelaide,2015,9,Fremantle,-11,Adelaide Oval,57,16.63636364,10.81818182,3.045454545,5.818181818,0.318181818,1.227272727,4,1.909090909,2.5,2.181818182,2.136363636,8.545454545,7.818181818,0.545454545,0.409090909,0.136363636,2.909090909,100,848,L,10,Carlton,M.C.G.,W
79,Adelaide,2015,10,Carlton,9,M.C.G.,99,14.63636364,8.863636364,3.727272727,5.772727273,0.636363636,2,3.045454545,1.818181818,2.545454545,1.909090909,2.136363636,6.227272727,8.363636364,0.727272727,0.681818182,0.409090909,1.909090909,109,947,W,12,Hawthorn,Adelaide Oval,L
80,Adelaide,2015,12,Hawthorn,-29,Adelaide Oval,85,16.59090909,9.454545455,3.772727273,7.136363636,0.545454545,2.090909091,2.545454545,1.727272727,2.181818182,2.045454545,2.318181818,6.954545455,9.136363636,0.454545455,0.454545455,0.454545455,2.363636364,80,1032,L,13,Brisbane Lions,Gabba,W
81,Adelaide,2015,13,Brisbane Lions,13,Gabba,82,15.36363636,9.090909091,3.181818182,6.272727273,0.5,2.227272727,3.181818182,1.681818182,2.727272727,1.863636364,1.681818182,7.181818182,7.954545455,0.590909091,0.590909091,0.454545455,1.818181818,93,1114,W,15,West Coast,Subiaco,L
82,Adelaide,2015,15,West Coast,-56,Subiaco,91,15.04545455,8.818181818,3.772727273,6.227272727,0.636363636,1.727272727,2.590909091,1.818181818,1.681818182,1.590909091,2.090909091,6,8.863636364,0.681818182,0.545454545,0.545454545,2.045454545,37,1205,L,16,Port Adelaide,Adelaide Oval,W
83,Adelaide,2015,16,Port Adelaide,3,Adelaide Oval,116,15.22727273,9.045454545,3.227272727,6.181818182,0.818181818,2.590909091,2.727272727,1.545454545,2.272727273,2.318181818,2.772727273,6.590909091,8.636363636,0.363636364,0.590909091,0.636363636,1.681818182,40,1321,W,17,Gold Coast,Adelaide Oval,W
84,Adelaide,2015,17,Gold Coast,45,Adelaide Oval,125,17.54545455,9.909090909,3.954545455,7.636363636,0.863636364,2.045454545,2.272727273,1.227272727,2.954545455,1.954545455,2.909090909,7.590909091,9.818181818,0.818181818,0.636363636,0.727272727,1.090909091,85,1446,W,18,Sydney,S.C.G.,L
85,Adelaide,2015,18,Sydney,-52,S.C.G.,65,15.18181818,7.954545455,3.454545455,7.227272727,0.409090909,1.636363636,1.727272727,1.5,2.090909091,1.363636364,2.272727273,5.772727273,9.454545455,0.363636364,0.5,0.227272727,0.909090909,33,1511,L,19,Richmond,Adelaide Oval,W
86,Adelaide,2015,19,Richmond,36,Adelaide Oval,88,16.72727273,10.09090909,4,6.636363636,0.5,1.863636364,3.454545455,1.318181818,3.363636364,2.227272727,2.136363636,6.863636364,9.863636364,0.454545455,0.681818182,0.363636364,2.090909091,69,1599,W,20,Essendon,Docklands,W
87,Adelaide,2015,20,Essendon,112,Docklands,171,17.54545455,10.59090909,5.227272727,6.954545455,1.227272727,2.227272727,2.227272727,1.772727273,3.045454545,1.727272727,2.181818182,6.363636364,11.31818182,0.636363636,0.727272727,0.909090909,2.363636364,181,1770,W,21,Brisbane Lions,Adelaide Oval,W
88,Adelaide,2015,21,Brisbane Lions,87,Adelaide Oval,131,17.22727273,10.40909091,4.954545455,6.818181818,0.909090909,2.545454545,2.363636364,1.409090909,2.454545455,1.818181818,2.227272727,5.545454545,11.59090909,0.318181818,0.863636364,0.727272727,2,268,1901,W,22,West Coast,Adelaide Oval,W
89,Adelaide,2015,22,West Coast,57,Adelaide Oval,126,17.40909091,10.36363636,4.909090909,7.045454545,0.863636364,1.681818182,1.863636364,1.909090909,2.727272727,1.409090909,2.045454545,6.409090909,10.77272727,0.590909091,0.863636364,0.681818182,2.636363636,325,2027,W,23,Geelong,Kardinia Park,L
