Season,Team A,Team B,Location,Game A,Game B,Home A,Home B,RatingA,RatingA,Curr_WinLoss
2012,Western Bulldogs,St Kilda,Etihad Stadium,17,17,0,0,1375.804555,1529.505268,L
2012,Brisbane Lions,West Coast,Patersons Stadium,17,17,0,1,1472.306731,1574.05448,L
2012,West Coast,Brisbane Lions,Patersons Stadium,17,17,1,0,1574.05448,1472.306731,W
2012,Geelong,Hawthorn,MCG,18,18,0,0,1607.161524,1664.183575,W
2012,Hawthorn,Geelong,MCG,18,18,0,0,1664.183575,1607.161524,L
2012,North Melbourne,Western Bulldogs,Etihad Stadium,18,18,0,0,1569.813564,1360.133523,W
2012,Western Bulldogs,North Melbourne,Etihad Stadium,18,18,0,0,1360.133523,1569.813564,L
2012,Greater Western Sydney,Port Adelaide,_koda Stadium,18,18,1,0,1274.541226,1377.379079,W
2012,Port Adelaide,Greater Western Sydney,_koda Stadium,18,18,0,1,1377.379079,1274.541226,L
2012,Fremantle,West Coast,Patersons Stadium,18,18,0,0,1551.845123,1588.110168,W
2012,West Coast,Fremantle,Patersons Stadium,18,18,0,0,1588.110168,1551.845123,L
2012,Brisbane Lions,Richmond,The Gabba,18,18,1,0,1458.251042,1432.388394,L
2012,Richmond,Brisbane Lions,The Gabba,18,18,0,1,1432.388394,1458.251042,W
2012,Collingwood,St Kilda,MCG,18,18,0,0,1639.280802,1545.1763,W
2012,St Kilda,Collingwood,MCG,18,18,0,0,1545.1763,1639.280802,L
2012,Gold Coast,Melbourne,MCG,18,18,0,1,1259.970161,1297.043811,L
2012,Melbourne,Gold Coast,MCG,18,18,1,0,1297.043811,1259.970161,W
2012,Carlton,Sydney,Etihad Stadium,18,18,1,0,1519.216319,1681.502337,L
2012,Sydney,Carlton,Etihad Stadium,18,18,0,1,1681.502337,1519.216319,W
2012,Adelaide,Essendon,AAMI Stadium,18,18,1,0,1637.232556,1536.770494,W
2012,Essendon,Adelaide,AAMI Stadium,18,18,0,1,1536.770494,1637.232556,L
2012,Geelong,West Coast,Patersons Stadium,19,19,0,1,1638.340158,1558.504672,L
2012,West Coast,Geelong,Patersons Stadium,19,19,1,0,1558.504672,1638.340158,W
2012,Melbourne,St Kilda,MCG,19,19,0,0,1315.28336,1525.450592,L
2012,St Kilda,Melbourne,MCG,19,19,0,0,1525.450592,1315.28336,W
2012,Adelaide,Fremantle,AAMI Stadium,19,19,1,0,1651.365144,1581.450619,W
2012,Fremantle,Adelaide,AAMI Stadium,19,19,0,1,1581.450619,1651.365144,L
2012,Gold Coast,Greater Western Sydney,Metricon Stadium,19,19,1,0,1241.730612,1303.264662,W
2012,Greater Western Sydney,Gold Coast,Metricon Stadium,19,19,0,1,1303.264662,1241.730612,L
2012,Brisbane Lions,Carlton,Etihad Stadium,19,19,0,1,1423.64215,1498.774083,L
2012,Carlton,Brisbane Lions,Etihad Stadium,19,19,1,0,1498.774083,1423.64215,W
2012,Collingwood,Sydney,ANZ Stadium,19,19,0,1,1659.006511,1701.944574,W
2012,Sydney,Collingwood,ANZ Stadium,19,19,1,0,1701.944574,1659.006511,L
2012,Hawthorn,Port Adelaide,Aurora Stadium,19,19,1,0,1633.004941,1348.655644,W
2012,Port Adelaide,Hawthorn,Aurora Stadium,19,19,0,1,1348.655644,1633.004941,L
2012,Richmond,Western Bulldogs,MCG,19,19,0,0,1466.997286,1347.785606,W
2012,Western Bulldogs,Richmond,MCG,19,19,0,0,1347.785606,1466.997286,L
2012,Essendon,North Melbourne,Etihad Stadium,19,19,0,0,1522.637906,1582.161481,L
2012,North Melbourne,Essendon,Etihad Stadium,19,19,0,0,1582.161481,1522.637906,W
2012,Geelong,St Kilda,Etihad Stadium,20,20,0,0,1611.388919,1537.771872,W
2012,St Kilda,Geelong,Etihad Stadium,20,20,0,0,1537.771872,1611.388919,L
2012,Carlton,Essendon,MCG,20,20,0,0,1514.475692,1500.371226,W
2012,Essendon,Carlton,MCG,20,20,0,0,1500.371226,1514.475692,L
2012,Greater Western Sydney,Melbourne,Manuka Oval,20,20,0,0,1277.725036,1302.96208,L
2012,Melbourne,Greater Western Sydney,Manuka Oval,20,20,0,0,1302.96208,1277.725036,W
2012,Fremantle,Richmond,Patersons Stadium,20,20,1,0,1565.413426,1484.957419,W
2012,Richmond,Fremantle,Patersons Stadium,20,20,0,1,1484.957419,1565.413426,L
2012,Adelaide,Brisbane Lions,The Gabba,20,20,0,1,1667.402337,1407.94054,L
2012,Brisbane Lions,Adelaide,The Gabba,20,20,1,0,1407.94054,1667.402337,W
2012,Collingwood,North Melbourne,Etihad Stadium,20,20,0,0,1694.804138,1604.428161,L
2012,North Melbourne,Collingwood,Etihad Stadium,20,20,0,0,1604.428161,1694.804138,W
2012,Port Adelaide,West Coast,AAMI Stadium,20,20,1,0,1342.733013,1585.455911,L
2012,West Coast,Port Adelaide,AAMI Stadium,20,20,0,1,1585.455911,1342.733013,W
2012,Sydney,Western Bulldogs,Etihad Stadium,20,20,0,1,1666.146947,1329.825473,W
2012,Western Bulldogs,Sydney,Etihad Stadium,20,20,1,0,1329.825473,1666.146947,L
2012,Gold Coast,Hawthorn,MCG,20,20,0,1,1267.270238,1638.927571,L
2012,Hawthorn,Gold Coast,MCG,20,20,1,0,1638.927571,1267.270238,W
2012,Essendon,Richmond,MCG,21,21,0,0,1474.642741,1469.593973,L
2012,Richmond,Essendon,MCG,21,21,0,0,1469.593973,1474.642741,W
2012,Greater Western Sydney,St Kilda,Etihad Stadium,21,21,0,1,1252.852988,1516.553879,L
2012,St Kilda,Greater Western Sydney,Etihad Stadium,21,21,1,0,1516.553879,1252.852988,W
2012,Brisbane Lions,Port Adelaide,AAMI Stadium,21,21,0,1,1447.60929,1327.75077,W
2012,Port Adelaide,Brisbane Lions,AAMI Stadium,21,21,1,0,1327.75077,1447.60929,L
2012,Hawthorn,Sydney,SCG,21,21,0,1,1642.673984,1676.039447,W
2012,Sydney,Hawthorn,SCG,21,21,1,0,1676.039447,1642.673984,L
2012,Carlton,Gold Coast,Metricon Stadium,21,21,0,1,1540.204178,1263.523826,L
2012,Gold Coast,Carlton,Metricon Stadium,21,21,1,0,1263.523826,1540.204178,W
2012,Collingwood,West Coast,Patersons Stadium,21,21,0,1,1661.1652,1600.438155,L
2012,West Coast,Collingwood,Patersons Stadium,21,21,1,0,1600.438155,1661.1652,W
2012,Geelong,Western Bulldogs,Simonds Stadium,21,21,1,0,1632.606912,1319.932973,W
2012,Western Bulldogs,Geelong,Simonds Stadium,21,21,0,1,1319.932973,1632.606912,L
2012,Fremantle,North Melbourne,Etihad Stadium,21,21,0,1,1580.776872,1638.067099,W
2012,North Melbourne,Fremantle,Etihad Stadium,21,21,1,0,1638.067099,1580.776872,L
2012,Adelaide,Melbourne,MCG,21,21,0,1,1627.733587,1327.834128,W
2012,Melbourne,Adelaide,MCG,21,21,1,0,1327.834128,1627.733587,L
2012,Hawthorn,West Coast,MCG,22,22,1,0,1677.80969,1625.915641,W
2012,West Coast,Hawthorn,MCG,22,22,0,1,1625.915641,1677.80969,L
2012,Geelong,Sydney,Simonds Stadium,22,22,1,0,1637.723484,1640.903741,W
2012,Sydney,Geelong,Simonds Stadium,22,22,0,1,1640.903741,1637.723484,L
2012,Adelaide,Gold Coast,AAMI Stadium,22,22,1,0,1639.430374,1304.191761,W
2012,Gold Coast,Adelaide,AAMI Stadium,22,22,0,1,1304.191761,1639.430374,L
2012,Greater Western Sydney,North Melbourne,_koda Stadium,22,22,1,0,1246.274526,1601.299927,L
2012,North Melbourne,Greater Western Sydney,_koda Stadium,22,22,0,1,1601.299927,1246.274526,W
2012,Fremantle,Melbourne,Patersons Stadium,22,22,1,0,1617.544043,1316.13734,W
2012,Melbourne,Fremantle,Patersons Stadium,22,22,0,1,1316.13734,1617.544043,L
2012,Collingwood,Essendon,MCG,22,22,0,0,1635.687714,1447.436553,W
2012,Essendon,Collingwood,MCG,22,22,0,0,1447.436553,1635.687714,L
2012,Carlton,St Kilda,Etihad Stadium,22,22,0,0,1499.536243,1523.132341,L
2012,St Kilda,Carlton,Etihad Stadium,22,22,0,0,1523.132341,1499.536243,W
2012,Port Adelaide,Richmond,MCG,22,22,0,1,1304.142654,1496.800161,L
2012,Richmond,Port Adelaide,MCG,22,22,1,0,1496.800161,1304.142654,L
2012,Brisbane Lions,Western Bulldogs,The Gabba,22,22,1,0,1471.217406,1314.816401,W
2012,Western Bulldogs,Brisbane Lions,The Gabba,22,22,0,1,1314.816401,1471.217406,L
2013,Adelaide,Essendon,AAMI Stadium,1,1,1,0,1607.982393,1450.408029,L
2013,Essendon,Adelaide,AAMI Stadium,1,1,0,1,1450.408029,1607.982393,W
2013,Fremantle,West Coast,Patersons Stadium,1,1,0,0,1592.226595,1581.51641,W
2013,West Coast,Fremantle,Patersons Stadium,1,1,0,0,1581.51641,1592.226595,L
2013,Carlton,Richmond,MCG,1,1,0,0,1480.903622,1484.481003,L
2013,Richmond,Carlton,MCG,1,1,0,0,1484.481003,1480.903622,W
2013,Brisbane Lions,Western Bulldogs,Etihad Stadium,1,1,0,1,1486.695202,1352.830153,L
2013,Western Bulldogs,Brisbane Lions,Etihad Stadium,1,1,1,0,1352.830153,1486.695202,W
2013,Greater Western Sydney,Sydney,ANZ Stadium,1,1,0,0,1302.916014,1589.835835,L
2013,Sydney,Greater Western Sydney,ANZ Stadium,1,1,0,0,1589.835835,1302.916014,W
2013,Gold Coast,St Kilda,Metricon Stadium,1,1,1,0,1349.734209,1536.097815,W
2013,St Kilda,Gold Coast,Metricon Stadium,1,1,0,1,1536.097815,1349.734209,L
2013,Melbourne,Port Adelaide,MCG,1,1,1,0,1358.034443,1366.226107,L
2013,Port Adelaide,Melbourne,MCG,1,1,0,1,1366.226107,1358.034443,W
2013,Collingwood,North Melbourne,Etihad Stadium,1,1,0,0,1611.935172,1582.764826,W
2013,North Melbourne,Collingwood,Etihad Stadium,1,1,0,0,1582.764826,1611.935172,L
2013,Geelong,Hawthorn,MCG,1,1,0,0,1619.134584,1646.277587,W
2013,Hawthorn,Geelong,MCG,1,1,0,0,1646.277587,1619.134584,L
2013,Richmond,St Kilda,MCG,2,2,0,0,1511.021426,1501.184713,W
2013,St Kilda,Richmond,MCG,2,2,0,0,1501.184713,1511.021426,L
2013,Gold Coast,Sydney,SCG,2,2,0,1,1384.647311,1598.464696,L
2013,Sydney,Gold Coast,SCG,2,2,1,0,1598.464696,1384.647311,W
2013,Fremantle,Western Bulldogs,Etihad Stadium,2,2,0,1,1618.21673,1383.915018,W
2013,Western Bulldogs,Fremantle,Etihad Stadium,2,2,1,0,1383.915018,1618.21673,L
2013,Adelaide,Brisbane Lions,Gabba,2,2,0,1,1565.333084,1455.610338,W
2013,Brisbane Lions,Adelaide,Gabba,2,2,1,0,1455.610338,1565.333084,L
2013,Greater Western Sydney,Port Adelaide,AAMI Stadium,2,2,0,1,1294.287152,1398.366067,L
2013,Port Adelaide,Greater Western Sydney,AAMI Stadium,2,2,1,0,1398.366067,1294.287152,W
2013,Essendon,Melbourne,MCG,2,2,0,0,1493.057338,1325.894483,W
2013,Melbourne,Essendon,MCG,2,2,0,0,1325.894483,1493.057338,L
2013,Geelong,North Melbourne,Etihad Stadium,2,2,0,0,1648.041872,1558.19451,W
2013,North Melbourne,Geelong,Etihad Stadium,2,2,0,0,1558.19451,1648.041872,L
2013,Carlton,Collingwood,MCG,2,2,0,0,1454.3632,1636.505488,L
2013,Collingwood,Carlton,MCG,2,2,0,0,1636.505488,1454.3632,W
2013,Hawthorn,West Coast,Patersons Stadium,2,2,0,1,1617.370299,1555.526276,W
2013,West Coast,Hawthorn,Patersons Stadium,2,2,1,0,1555.526276,1617.370299,L
2013,Essendon,Fremantle,Patersons Stadium,3,3,0,1,1507.882834,1633.727925,W
2013,Fremantle,Essendon,Patersons Stadium,3,3,1,0,1633.727925,1507.882834,L
2013,North Melbourne,Sydney,Blundstone Arena,3,3,0,0,1538.162213,1606.887686,L
2013,Sydney,North Melbourne,Blundstone Arena,3,3,0,0,1606.887686,1538.162213,W
2013,Melbourne,West Coast,MCG,3,3,1,0,1311.068987,1527.456713,L
2013,West Coast,Melbourne,MCG,3,3,0,1,1527.456713,1311.068987,W
2013,Greater Western Sydney,St Kilda,StarTrack Oval Canberra,3,3,0,0,1280.370204,1475.127219,L
2013,St Kilda,Greater Western Sydney,StarTrack Oval Canberra,3,3,0,0,1475.127219,1280.370204,W
2013,Carlton,Geelong,Etihad Stadium,3,3,0,0,1440.444662,1668.074169,L
2013,Geelong,Carlton,Etihad Stadium,3,3,0,0,1668.074169,1440.444662,W
2013,Brisbane Lions,Gold Coast,Metricon Stadium,3,3,0,1,1431.228618,1376.224321,W
2013,Gold Coast,Brisbane Lions,Metricon Stadium,3,3,1,0,1376.224321,1431.228618,L
2013,Richmond,Western Bulldogs,Etihad Stadium,3,3,0,0,1537.07892,1368.403822,W
2013,Western Bulldogs,Richmond,Etihad Stadium,3,3,0,0,1368.403822,1537.07892,L
2013,Collingwood,Hawthorn,MCG,3,3,0,0,1650.424026,1645.439861,L
2013,Hawthorn,Collingwood,MCG,3,3,0,0,1645.439861,1650.424026,W
2013,Adelaide,Port Adelaide,AAMI Stadium,3,3,0,0,1589.714804,1412.283015,L
2013,Port Adelaide,Adelaide,AAMI Stadium,3,3,0,0,1412.283015,1589.714804,W
2013,Geelong,Sydney,SCG,4,4,0,1,1679.46743,1628.467816,W
2013,Sydney,Geelong,SCG,4,4,1,0,1628.467816,1679.46743,L
2013,Fremantle,Hawthorn,Aurora Stadium,4,4,0,1,1592.759911,1672.641063,L
2013,Hawthorn,Fremantle,Aurora Stadium,4,4,1,0,1672.641063,1592.759911,W
2013,Collingwood,Richmond,MCG,4,4,0,0,1623.222824,1551.811215,W
2013,Richmond,Collingwood,MCG,4,4,0,0,1551.811215,1623.222824,L
2013,Essendon,St Kilda,Etihad Stadium,4,4,0,0,1548.850849,1488.310502,W
2013,St Kilda,Essendon,Etihad Stadium,4,4,0,0,1488.310502,1548.850849,L
2013,Carlton,West Coast,Patersons Stadium,4,4,0,1,1429.051401,1544.129053,W
2013,West Coast,Carlton,Patersons Stadium,4,4,1,0,1544.129053,1429.051401,L
2013,Gold Coast,Port Adelaide,Metricon Stadium,4,4,1,0,1347.628545,1451.716251,L
2013,Port Adelaide,Gold Coast,Metricon Stadium,4,4,0,1,1451.716251,1347.628545,W
2013,Greater Western Sydney,Melbourne,MCG,4,4,0,1,1267.186921,1294.396647,L
2013,Melbourne,Greater Western Sydney,MCG,4,4,1,0,1294.396647,1267.186921,W
2013,Adelaide,Western Bulldogs,AAMI Stadium,4,4,1,0,1550.281567,1353.671527,W
2013,Western Bulldogs,Adelaide,AAMI Stadium,4,4,0,1,1353.671527,1550.281567,L
2013,Brisbane Lions,North Melbourne,Etihad Stadium,4,4,0,1,1459.824395,1516.582084,L
2013,North Melbourne,Brisbane Lions,Etihad Stadium,4,4,1,0,1516.582084,1459.824395,W
2013,Collingwood,Essendon,MCG,5,5,0,0,1644.603836,1571.041347,L
2013,Essendon,Collingwood,MCG,5,5,0,0,1571.041347,1644.603836,W
2013,St Kilda,Sydney,"Westpac Stadium, NZ",5,5,0,0,1466.120004,1599.564551,L
2013,Sydney,St Kilda,"Westpac Stadium, NZ",5,5,0,0,1599.564551,1466.120004,W
2013,Fremantle,Richmond,Patersons Stadium,5,5,1,0,1577.360163,1530.430202,W
2013,Richmond,Fremantle,Patersons Stadium,5,5,0,1,1530.430202,1577.360163,L
2013,Gold Coast,Greater Western Sydney,StarTrack Oval Canberra,5,5,0,0,1322.814876,1248.25784,W
2013,Greater Western Sydney,Gold Coast,StarTrack Oval Canberra,5,5,0,0,1248.25784,1322.814876,L
2013,Adelaide,Carlton,MCG,5,5,0,1,1559.43197,1469.410008,L
2013,Carlton,Adelaide,MCG,5,5,1,0,1469.410008,1559.43197,W
2013,Port Adelaide,West Coast,AAMI Stadium,5,5,1,0,1476.52992,1503.770445,W
2013,West Coast,Port Adelaide,AAMI Stadium,5,5,0,1,1503.770445,1476.52992,L
2013,Geelong,Western Bulldogs,Etihad Stadium,5,5,0,0,1708.370695,1344.521125,W
2013,Western Bulldogs,Geelong,Etihad Stadium,5,5,0,0,1344.521125,1708.370695,L
2013,Brisbane Lions,Melbourne,Gabba,5,5,1,0,1442.923042,1313.325728,W
2013,Melbourne,Brisbane Lions,Gabba,5,5,0,1,1313.325728,1442.923042,L
2013,Hawthorn,North Melbourne,MCG,5,5,0,0,1688.040811,1533.483436,W
2013,North Melbourne,Hawthorn,MCG,5,5,0,0,1533.483436,1688.040811,L
2013,Collingwood,St Kilda,Etihad Stadium,6,6,0,0,1612.192797,1449.125006,W
2013,St Kilda,Collingwood,Etihad Stadium,6,6,0,0,1449.125006,1612.192797,L
2013,Essendon,Greater Western Sydney,Etihad Stadium,6,6,1,0,1603.452386,1227.109198,W
2013,Greater Western Sydney,Essendon,Etihad Stadium,6,6,0,1,1227.109198,1603.452386,L
2013,North Melbourne,Port Adelaide,Blundstone Arena,6,6,0,0,1517.867046,1499.449447,W
2013,Port Adelaide,North Melbourne,Blundstone Arena,6,6,0,0,1499.449447,1517.867046,L
2013,Adelaide,Hawthorn,AAMI Stadium,6,6,1,0,1531.694856,1703.657201,L
2013,Hawthorn,Adelaide,AAMI Stadium,6,6,0,1,1703.657201,1531.694856,W
2013,Fremantle,Gold Coast,Metricon Stadium,6,6,0,1,1594.923104,1343.963519,W
2013,Gold Coast,Fremantle,Metricon Stadium,6,6,1,0,1343.963519,1594.923104,L
2013,Geelong,Richmond,MCG,6,6,0,0,1714.250695,1512.867261,W
2013,Richmond,Geelong,MCG,6,6,0,0,1512.867261,1714.250695,L
2013,Brisbane Lions,Sydney,SCG,6,6,0,1,1455.38032,1616.559549,L
2013,Sydney,Brisbane Lions,SCG,6,6,1,0,1616.559549,1455.38032,W
2013,Carlton,Melbourne,MCG,6,6,0,0,1497.147121,1300.868451,W
2013,Melbourne,Carlton,MCG,6,6,0,0,1300.868451,1497.147121,L
2013,West Coast,Western Bulldogs,Patersons Stadium,6,6,1,0,1480.850918,1338.641125,W
2013,Western Bulldogs,West Coast,Patersons Stadium,6,6,0,1,1338.641125,1480.850918,L
2013,Essendon,Geelong,Etihad Stadium,7,7,0,0,1607.105885,1727.058401,L
2013,Geelong,Essendon,Etihad Stadium,7,7,0,0,1727.058401,1607.105885,W
2013,Port Adelaide,Richmond,AAMI Stadium,7,7,1,0,1474.053134,1500.059555,L
2013,Richmond,Port Adelaide,AAMI Stadium,7,7,0,1,1500.059555,1474.053134,W
2013,Brisbane Lions,West Coast,Gabba,7,7,1,0,1444.576708,1492.627363,L
2013,West Coast,Brisbane Lions,Gabba,7,7,0,1,1492.627363,1444.576708,W
2013,North Melbourne,Western Bulldogs,Etihad Stadium,7,7,0,0,1543.263359,1326.864681,W
2013,Western Bulldogs,North Melbourne,Etihad Stadium,7,7,0,0,1326.864681,1543.263359,L
2013,Collingwood,Fremantle,Patersons Stadium,7,7,0,1,1627.272498,1609.398811,L
2013,Fremantle,Collingwood,Patersons Stadium,7,7,1,0,1609.398811,1627.272498,W
2013,Hawthorn,Sydney,MCG,7,7,1,0,1723.399591,1627.363161,W
2013,Sydney,Hawthorn,MCG,7,7,0,1,1627.363161,1723.399591,L
2013,Adelaide,Greater Western Sydney,_koda Stadium,7,7,0,1,1511.952467,1223.455699,W
2013,Greater Western Sydney,Adelaide,_koda Stadium,7,7,1,0,1223.455699,1511.952467,L
2013,Gold Coast,Melbourne,MCG,7,7,0,1,1329.487811,1287.772065,W
2013,Melbourne,Gold Coast,MCG,7,7,1,0,1287.772065,1329.487811,L
2013,Carlton,St Kilda,Etihad Stadium,7,7,0,0,1510.243506,1434.045305,L
2013,St Kilda,Carlton,Etihad Stadium,7,7,0,0,1434.045305,1510.243506,W
2013,North Melbourne,West Coast,Patersons Stadium,8,8,0,1,1555.247503,1521.756708,L
2013,West Coast,North Melbourne,Patersons Stadium,8,8,1,0,1521.756708,1555.247503,W
2013,Brisbane Lions,Essendon,Etihad Stadium,8,8,0,1,1415.447363,1589.196661,W
2013,Essendon,Brisbane Lions,Etihad Stadium,8,8,1,0,1589.196661,1415.447363,L
2013,Greater Western Sydney,Hawthorn,Aurora Stadium,8,8,0,1,1211.147491,1737.79894,L
2013,Hawthorn,Greater Western Sydney,Aurora Stadium,8,8,1,0,1737.79894,1211.147491,W
2013,Gold Coast,Western Bulldogs,Metricon Stadium,8,8,1,0,1359.101659,1314.880537,W
2013,Western Bulldogs,Gold Coast,Metricon Stadium,8,8,0,1,1314.880537,1359.101659,L
2013,Fremantle,Sydney,SCG,8,8,0,1,1631.613566,1612.963811,L
2013,Sydney,Fremantle,SCG,8,8,1,0,1612.963811,1631.613566,L
2013,Collingwood,Geelong,MCG,8,8,0,0,1605.057743,1744.967626,W
2013,Geelong,Collingwood,MCG,8,8,0,0,1744.967626,1605.057743,L
2013,Carlton,Port Adelaide,Etihad Stadium,8,8,1,0,1477.638197,1443.246408,W
2013,Port Adelaide,Carlton,Etihad Stadium,8,8,0,1,1443.246408,1477.638197,L
2013,Melbourne,Richmond,MCG,8,8,0,0,1258.158218,1530.866281,L
2013,Richmond,Melbourne,MCG,8,8,0,0,1530.866281,1258.158218,W
2013,Adelaide,St Kilda,AAMI Stadium,8,8,1,0,1524.260674,1466.650614,W
2013,St Kilda,Adelaide,AAMI Stadium,8,8,0,1,1466.650614,1524.260674,L
2013,Collingwood,Sydney,MCG,9,9,1,0,1642.124914,1608.420195,L
2013,Sydney,Collingwood,MCG,9,9,0,1,1608.420195,1642.124914,W
2013,Geelong,Port Adelaide,AAMI Stadium,9,9,0,1,1707.900455,1424.820581,W
2013,Port Adelaide,Geelong,AAMI Stadium,9,9,1,0,1424.820581,1707.900455,L
2013,Greater Western Sydney,West Coast,_koda Stadium,9,9,1,0,1209.546399,1545.149655,L
2013,West Coast,Greater Western Sydney,_koda Stadium,9,9,0,1,1545.149655,1209.546399,W
2013,St Kilda,Western Bulldogs,Etihad Stadium,9,9,0,0,1449.806005,1297.132919,L
2013,Western Bulldogs,St Kilda,Etihad Stadium,9,9,0,0,1297.132919,1449.806005,W
2013,Brisbane Lions,Carlton,Gabba,9,9,1,0,1458.887618,1496.064024,L
2013,Carlton,Brisbane Lions,Gabba,9,9,0,1,1496.064024,1458.887618,W
2013,Essendon,Richmond,MCG,9,9,0,0,1545.756405,1540.104044,W
2013,Richmond,Essendon,MCG,9,9,0,0,1540.104044,1545.756405,L
2013,Gold Coast,Hawthorn,MCG,9,9,0,1,1376.849276,1739.400032,L
2013,Hawthorn,Gold Coast,MCG,9,9,1,0,1739.400032,1376.849276,W
2013,Adelaide,North Melbourne,Etihad Stadium,9,9,0,1,1541.105283,1531.854555,W
2013,North Melbourne,Adelaide,Etihad Stadium,9,9,1,0,1531.854555,1541.105283,L
2013,Fremantle,Melbourne,Patersons Stadium,9,9,1,0,1636.157183,1248.920455,W
2013,Melbourne,Fremantle,Patersons Stadium,9,9,0,1,1248.920455,1636.157183,L
2013,Brisbane Lions,Collingwood,Gabba,10,10,1,0,1428.927709,1606.96555,L
2013,Collingwood,Brisbane Lions,Gabba,10,10,0,1,1606.96555,1428.927709,W
2013,Carlton,Greater Western Sydney,Etihad Stadium,10,10,1,0,1526.023933,1199.6205,W
2013,Greater Western Sydney,Carlton,Etihad Stadium,10,10,0,1,1199.6205,1526.023933,L
2013,Adelaide,Fremantle,AAMI Stadium,10,10,1,0,1573.166674,1639.60288,L
2013,Fremantle,Adelaide,AAMI Stadium,10,10,0,1,1639.60288,1573.166674,W
2013,Essendon,Sydney,SCG,10,10,0,1,1572.136701,1643.579559,L
2013,Sydney,Essendon,SCG,10,10,1,0,1643.579559,1572.136701,W
2013,Geelong,Gold Coast,Simonds Stadium,10,10,1,0,1720.506873,1372.916019,W
2013,Gold Coast,Geelong,Simonds Stadium,10,10,0,1,1372.916019,1720.506873,L
2013,Port Adelaide,Western Bulldogs,TIO Stadium,10,10,0,0,1412.214163,1335.029251,L
2013,Western Bulldogs,Port Adelaide,TIO Stadium,10,10,0,0,1335.029251,1412.214163,W
2013,Hawthorn,Melbourne,MCG,10,10,0,0,1743.333289,1245.474758,W
2013,Melbourne,Hawthorn,MCG,10,10,0,0,1245.474758,1743.333289,L
2013,North Melbourne,St Kilda,Etihad Stadium,10,10,0,0,1499.793164,1411.909674,W
2013,St Kilda,North Melbourne,Etihad Stadium,10,10,0,0,1411.909674,1499.793164,L
2013,Richmond,West Coast,Patersons Stadium,10,10,0,1,1513.723748,1555.075555,W
2013,West Coast,Richmond,Patersons Stadium,10,10,1,0,1555.075555,1513.723748,L
2013,Carlton,Essendon,MCG,11,11,0,0,1530.786216,1556.198236,L
2013,Essendon,Carlton,MCG,11,11,0,0,1556.198236,1530.786216,W
2013,Geelong,Greater Western Sydney,_koda Stadium,11,11,0,1,1724.76577,1194.858216,W
2013,Greater Western Sydney,Geelong,_koda Stadium,11,11,1,0,1194.858216,1724.76577,L
2013,Adelaide,Sydney,AAMI Stadium,11,11,1,0,1545.450979,1659.518024,L
2013,Sydney,Adelaide,AAMI Stadium,11,11,0,1,1659.518024,1545.450979,W
2013,Gold Coast,North Melbourne,Metricon Stadium,11,11,1,0,1368.657122,1519.967541,W
2013,North Melbourne,Gold Coast,Metricon Stadium,11,11,0,1,1519.967541,1368.657122,L
2013,St Kilda,West Coast,Etihad Stadium,11,11,1,0,1391.735298,1519.386795,L
2013,West Coast,St Kilda,Etihad Stadium,11,11,0,1,1519.386795,1391.735298,W
2013,Collingwood,Melbourne,MCG,11,11,0,0,1626.273688,1242.585812,W
2013,Melbourne,Collingwood,MCG,11,11,0,0,1242.585812,1626.273688,L
2013,Carlton,Hawthorn,Etihad Stadium,12,11,0,0,1505.927602,1746.222235,L
2013,Hawthorn,Carlton,Etihad Stadium,11,12,0,0,1746.222235,1505.927602,W
2013,Adelaide,Richmond,MCG,12,11,0,1,1521.401412,1549.412508,L
2013,Richmond,Adelaide,MCG,11,12,1,0,1549.412508,1521.401412,W
2013,Brisbane Lions,Fremantle,Patersons Stadium,11,11,0,1,1409.619572,1667.318575,L
2013,Fremantle,Brisbane Lions,Patersons Stadium,11,11,1,0,1667.318575,1409.619572,W
2013,Essendon,Gold Coast,Etihad Stadium,12,12,1,0,1581.05685,1401.04289,W
2013,Gold Coast,Essendon,Etihad Stadium,12,12,0,1,1401.04289,1581.05685,L
2013,Greater Western Sydney,Port Adelaide,_koda Stadium,12,11,1,0,1191.153113,1379.536289,L
2013,Port Adelaide,Greater Western Sydney,_koda Stadium,11,12,0,1,1379.536289,1191.153113,W
2013,Collingwood,Western Bulldogs,Etihad Stadium,12,11,0,0,1631.581928,1367.707125,W
2013,Western Bulldogs,Collingwood,Etihad Stadium,11,12,0,0,1367.707125,1631.581928,L
2013,Hawthorn,West Coast,Etihad Stadium,12,12,1,0,1756.97502,1542.403712,W
2013,West Coast,Hawthorn,Etihad Stadium,12,12,0,1,1542.403712,1756.97502,L
2013,Port Adelaide,Sydney,AAMI Stadium,12,12,1,0,1398.114827,1683.567591,W
2013,Sydney,Port Adelaide,AAMI Stadium,12,12,0,1,1683.567591,1398.114827,L
2013,Melbourne,St Kilda,MCG,12,12,0,0,1237.277572,1368.71838,L
2013,St Kilda,Melbourne,MCG,12,12,0,0,1368.71838,1237.277572,W
2013,Richmond,Western Bulldogs,Etihad Stadium,12,12,0,0,1568.285125,1358.074039,W
2013,Western Bulldogs,Richmond,Etihad Stadium,12,12,0,0,1358.074039,1568.285125,L
2013,Fremantle,North Melbourne,Patersons Stadium,12,12,1,0,1674.099056,1487.581773,W
2013,North Melbourne,Fremantle,Patersons Stadium,12,12,0,1,1487.581773,1674.099056,L
